# MEAN_SAMPLE_SIZE = 77173
# TOTAL_GENES = 18811
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GO_mf:go_2_acylglycerol_o_ac...          SET       5      0.58974    0.0096137       0.4186     0.079452 GO_mf:go_2_acylglycerol_o_acyltransferase_activity
GO_mf:go_1_alkyl_2_acetylgly...          SET       5     -0.14855   -0.0024217      0.31864      0.67947 GO_mf:go_1_alkyl_2_acetylglycerophosphocholine_esterase_activity
GO_mf:go_3_beta_hydroxy_delt...          SET       5   -0.0015974   -2.604e-05      0.36884      0.50173 GO_mf:go_3_beta_hydroxy_delta5_steroid_dehydrogenase_activity
GO_mf:go_3_hydroxyacyl_coa_d...2         SET       8     -0.25967    -0.005354      0.33022      0.78417 GO_mf:go_3_hydroxyacyl_coa_dehydrogenase_activity
GO_mf:go_dna_apurinic_or_apy...          SET      12     -0.17345   -0.0043796      0.19897      0.80832 GO_mf:go_dna_apurinic_or_apyrimidinic_site_endonuclease_activity
GO_mf:go_dna_topoisomerase_a...          SET       7     -0.48273   -0.0093106      0.26968      0.96326 GO_mf:go_dna_topoisomerase_activity
GO_mf:go_gpi_anchor_transami...          SET       5      0.39987    0.0065185      0.38434      0.14908 GO_mf:go_gpi_anchor_transamidase_activity
GO_mf:go_n_acetyllactosamine...          SET       5     -0.35056   -0.0057148      0.36285        0.833 GO_mf:go_n_acetyllactosamine_synthase_activity
GO_mf:go_nadplus_adp_ribosyl...          SET      22     -0.11902   -0.0040679      0.16733      0.76154 GO_mf:go_nadplus_adp_ribosyltransferase_activity
GO_mf:go_nadplus_kinase_acti...          SET      16     -0.17447   -0.0050862      0.21173      0.79503 GO_mf:go_nadplus_kinase_activity
GO_mf:go_nadh_dehydrogenase_...          SET      41     0.062938    0.0029352      0.14214      0.32897 GO_mf:go_nadh_dehydrogenase_activity
GO_mf:go_nad_p_plus_protein_...          SET       5      -0.2948   -0.0048058      0.31719      0.82365 GO_mf:go_nad_p_plus_protein_arginine_adp_ribosyltransferase_activity
GO_mf:go_nadph_hemoprotein_r...          SET       6      0.65164     0.011636      0.30999     0.017777 GO_mf:go_nadph_hemoprotein_reductase_activity
GO_mf:go_acetyl_coa_c_acyltr...          SET       6     -0.39671   -0.0070842      0.30084      0.90635 GO_mf:go_acetyl_coa_c_acyltransferase_activity
GO_mf:go_acyl_coa_ligase_act...          SET       8      0.33428    0.0068923      0.33212       0.1571 GO_mf:go_acyl_coa_ligase_activity
GO_mf:go_acyl_coa_oxidase_ac...          SET       6     0.050404   0.00090006      0.34291      0.44157 GO_mf:go_acyl_coa_oxidase_activity
GO_mf:go_adenylate_cyclase_a...2         SET      10    -0.028318  -0.00065276      0.25361      0.54445 GO_mf:go_adenylate_cyclase_activity
GO_mf:go_adenylate_kinase_ac...          SET       8     0.099794    0.0020576      0.27015      0.35591 GO_mf:go_adenylate_kinase_activity
GO_mf:go_alcohol_dehydrogena...2         SET       8     -0.54476    -0.011232      0.46867      0.87745 GO_mf:go_alcohol_dehydrogenase_nad_activity
GO_mf:go_alcohol_dehydrogena...1         SET       6     -0.45337   -0.0080959      0.55167       0.7944 GO_mf:go_alcohol_dehydrogenase_activity_zinc_dependent
GO_mf:go_3_chloroallyl_aldeh...          SET       5      0.16366     0.002668      0.34221      0.31624 GO_mf:go_3_chloroallyl_aldehyde_dehydrogenase_activity
GO_mf:go_aldehyde_dehydrogen...2         SET       6     0.060114    0.0010735      0.37612      0.43651 GO_mf:go_aldehyde_dehydrogenase_nad_p_plus_activity
GO_mf:go_alditol_nadpplus_1_...          SET      13      -0.4502    -0.011831      0.29882      0.93403 GO_mf:go_alditol_nadpplus_1_oxidoreductase_activity
GO_mf:go_aminoacylase_activi...          SET       5       0.3611    0.0058866      0.31388      0.12499 GO_mf:go_aminoacylase_activity
GO_mf:go_arylesterase_activi...          SET       6      0.45683    0.0081576       0.6044      0.22488 GO_mf:go_arylesterase_activity
GO_mf:go_carbonyl_reductase_...          SET       5     -0.14455   -0.0023564      0.45776      0.62391 GO_mf:go_carbonyl_reductase_nadph_activity
GO_mf:go_cytidine_deaminase_...          SET      12     -0.60499    -0.015276      0.29227      0.98076 GO_mf:go_cytidine_deaminase_activity
GO_mf:go_cytochrome_b5_reduc...          SET       7      0.23365    0.0045065      0.24529      0.17042 GO_mf:go_cytochrome_b5_reductase_activity_acting_on_nad_p_h
GO_mf:go_dolichyl_phosphate_...          SET       8      0.58309     0.012023       0.2475    0.0092439 GO_mf:go_dolichyl_phosphate_mannose_protein_mannosyltransferase_activity
GO_mf:go_atp_dependent_pepti...          SET       5       0.3876    0.0063186      0.26706     0.073351 GO_mf:go_atp_dependent_peptidase_activity
GO_mf:go_enoyl_coa_hydratase...          SET       8     -0.12532    -0.002584      0.27276      0.67704 GO_mf:go_enoyl_coa_hydratase_activity
GO_mf:go_epoxide_hydrolase_a...          SET       6      0.18933     0.003381      0.36675      0.30284 GO_mf:go_epoxide_hydrolase_activity
GO_mf:go_exopolyphosphatase_...          SET       5      0.93202     0.015193      0.39993    0.0098967 GO_mf:go_exopolyphosphatase_activity
GO_mf:go_fatty_acid_synthase...          SET      11     -0.19818   -0.0047911      0.23975      0.79577 GO_mf:go_fatty_acid_synthase_activity
GO_mf:go_fructose_2_6_bispho...          SET       4      0.09917     0.001446      0.33597      0.38393 GO_mf:go_fructose_2_6_bisphosphate_2_phosphatase_activity
GO_mf:go_guanylate_cyclase_a...          SET       7    -0.039246  -0.00075695      0.31263      0.54995 GO_mf:go_guanylate_cyclase_activity
GO_mf:go_guanylate_kinase_ac...          SET       7     -0.54222    -0.010458       0.3784      0.92405 GO_mf:go_guanylate_kinase_activity
GO_mf:go_hexokinase_activity             SET       5    -0.083609    -0.001363      0.45363      0.57311 GO_mf:go_hexokinase_activity
GO_mf:go_hyalurononglucosami...          SET       8      0.79595     0.016411       0.2974    0.0037251 GO_mf:go_hyalurononglucosaminidase_activity
GO_mf:go_1_phosphatidylinosi...2         SET       5     -0.51351   -0.0083711      0.37269      0.91586 GO_mf:go_1_phosphatidylinositol_4_kinase_activity
GO_mf:go_phosphatidylinosito...11        SET       7    -0.092477   -0.0017836      0.28213      0.62846 GO_mf:go_phosphatidylinositol_4_5_bisphosphate_5_phosphatase_activity
GO_mf:go_inositol_polyphosph...          SET       5     0.089193     0.001454      0.31466      0.38841 GO_mf:go_inositol_polyphosphate_5_phosphatase_activity
GO_mf:go_isocitrate_dehydrog...          SET       4      0.12368    0.0018034      0.37749      0.37159 GO_mf:go_isocitrate_dehydrogenase_activity
GO_mf:go_lactate_dehydrogena...          SET       7      0.18229    0.0035159      0.37979      0.31562 GO_mf:go_lactate_dehydrogenase_activity
GO_mf:go_l_lactate_dehydroge...          SET       5      0.43531    0.0070963      0.46024      0.17212 GO_mf:go_l_lactate_dehydrogenase_activity
GO_mf:go_lysine_n_acetyltran...          SET       5      0.24066    0.0039232      0.31608      0.22322 GO_mf:go_lysine_n_acetyltransferase_activity_acting_on_acetyl_phosphate_as_donor
GO_mf:go_n_n_dimethylaniline...          SET       5      0.53396    0.0087044       0.3909     0.085984 GO_mf:go_n_n_dimethylaniline_monooxygenase_activity
GO_mf:go_phosphodiesterase_i...          SET       5     -0.17419   -0.0028395      0.30913      0.71344 GO_mf:go_phosphodiesterase_i_activity
GO_mf:go_deoxyribonuclease_i...          SET       4      0.48935    0.0071352      0.44501      0.13575 GO_mf:go_deoxyribonuclease_i_activity
GO_mf:go_exoribonuclease_act...          SET      36     0.087331    0.0038169       0.1291      0.24937 GO_mf:go_exoribonuclease_activity
GO_mf:go_nucleotide_diphosph...          SET      14     -0.21432   -0.0058449      0.20297      0.85449 GO_mf:go_nucleotide_diphosphatase_activity
GO_mf:go_beta_n_acetylhexosa...          SET       5      -0.1887   -0.0030761      0.31815      0.72345 GO_mf:go_beta_n_acetylhexosaminidase_activity
GO_mf:go_beta_galactosidase_...          SET       5     -0.24826    -0.004047      0.33764      0.76891 GO_mf:go_beta_galactosidase_activity
GO_mf:go_mannosyl_oligosacch...1         SET       7      0.03557   0.00068605      0.31743      0.45539 GO_mf:go_mannosyl_oligosaccharide_1_2_alpha_mannosidase_activity
GO_mf:go_oligosaccharyl_tran...          SET       9    -0.047031   -0.0010285      0.24435      0.57631 GO_mf:go_oligosaccharyl_transferase_activity
GO_mf:go_peptide_alpha_n_ace...          SET      12   -0.0048559  -0.00012261      0.30628      0.50632 GO_mf:go_peptide_alpha_n_acetyltransferase_activity
GO_mf:go_phospholipase_d_act...          SET       6      0.60784     0.010854      0.29733     0.020469 GO_mf:go_phospholipase_d_activity
GO_mf:go_phosphorylase_activ...          SET       6      0.20008    0.0035728      0.30513      0.25601 GO_mf:go_phosphorylase_activity
GO_mf:go_polynucleotide_aden...          SET      12      0.17946    0.0045314      0.26173      0.24646 GO_mf:go_polynucleotide_adenylyltransferase_activity
GO_mf:go_procollagen_proline...1         SET       5       0.2191    0.0035717      0.32528       0.2503 GO_mf:go_procollagen_proline_4_dioxygenase_activity
GO_mf:go_protein_geranylgera...          SET       4    -0.049586  -0.00072302      0.43186      0.54571 GO_mf:go_protein_geranylgeranyltransferase_activity
GO_mf:go_protein_arginine_de...          SET       4      -0.3708   -0.0054066      0.58641      0.73641 GO_mf:go_protein_arginine_deiminase_activity
GO_mf:go_amp_activated_prote...          SET       7     -0.25011    -0.004824      0.27689      0.81681 GO_mf:go_amp_activated_protein_kinase_activity
GO_mf:go_phosphorylase_kinas...          SET       3      0.17265    0.0021802      0.42335      0.34171 GO_mf:go_phosphorylase_kinase_activity
GO_mf:go_cyclic_nucleotide_d...          SET       8      0.12379    0.0025524       0.3031      0.34148 GO_mf:go_cyclic_nucleotide_dependent_protein_kinase_activity
GO_mf:go_camp_dependent_prot...1         SET       6     0.016631   0.00029698      0.33457      0.48018 GO_mf:go_camp_dependent_protein_kinase_activity
GO_mf:go_g_protein_coupled_r...3         SET       7      0.23164    0.0044678      0.28477      0.20799 GO_mf:go_g_protein_coupled_receptor_kinase_activity
GO_mf:go_nf_kappab_inducing_...          SET       4     -0.17565   -0.0025612      0.43779      0.65587 GO_mf:go_nf_kappab_inducing_kinase_activity
GO_mf:go_jun_kinase_kinase_k...          SET       8     -0.13772   -0.0028397      0.28722      0.68421 GO_mf:go_jun_kinase_kinase_kinase_activity
GO_mf:go_ribosomal_protein_s...          SET       5      0.11905    0.0019407      0.35704       0.3694 GO_mf:go_ribosomal_protein_s6_kinase_activity
GO_mf:go_protein_lysine_6_ox...          SET       5    -0.043314  -0.00070609      0.33345      0.55167 GO_mf:go_protein_lysine_6_oxidase_activity
GO_mf:go_phosphoprotein_phos...          SET     170     0.010982    0.0010393      0.06455      0.43245 GO_mf:go_phosphoprotein_phosphatase_activity
GO_mf:go_calcium_dependent_p...5         SET       7       0.1601    0.0030878      0.25579       0.2657 GO_mf:go_calcium_dependent_protein_serine_threonine_phosphatase_activity
GO_mf:go_magnesium_dependent...          SET      17    -0.089052    -0.002676      0.20906      0.66493 GO_mf:go_magnesium_dependent_protein_serine_threonine_phosphatase_activity
GO_mf:go_non_membrane_spanni...2         SET       7     -0.13208   -0.0025476        0.287      0.67732 GO_mf:go_non_membrane_spanning_protein_tyrosine_phosphatase_activity
GO_mf:go_pyruvate_dehydrogen...          SET       5     -0.16005   -0.0026091      0.36126      0.67113 GO_mf:go_pyruvate_dehydrogenase_activity
GO_mf:go_ribose_phosphate_di...          SET       3     -0.32131   -0.0040575      0.51693      0.73289 GO_mf:go_ribose_phosphate_diphosphokinase_activity
GO_mf:go_sphingomyelin_phosp...          SET       6    0.0027178   4.8532e-05      0.31527      0.49656 GO_mf:go_sphingomyelin_phosphodiesterase_activity
GO_mf:go_sterol_esterase_act...          SET       7     -0.23585   -0.0045488      0.30974       0.7768 GO_mf:go_sterol_esterase_activity
GO_mf:go_thioredoxin_disulfi...          SET       7     0.038127   0.00073537      0.33735      0.45501 GO_mf:go_thioredoxin_disulfide_reductase_activity
GO_mf:go_camp_dependent_prot...2         SET       8     -0.17014    -0.003508      0.26873      0.73667 GO_mf:go_camp_dependent_protein_kinase_inhibitor_activity
GO_mf:go_complement_receptor...          SET       5     -0.49769   -0.0081132      0.47531      0.85246 GO_mf:go_complement_receptor_activity
GO_mf:go_nuclear_receptor_ac...          SET      44     0.088139    0.0042579      0.13102      0.25057 GO_mf:go_nuclear_receptor_activity
GO_mf:go_transmembrane_signa...          SET    1117    -0.019069   -0.0045069      0.02992      0.73804 GO_mf:go_transmembrane_signaling_receptor_activity
GO_mf:go_ciliary_neurotrophi...1         SET       5      0.50961    0.0083075      0.38941     0.095331 GO_mf:go_ciliary_neurotrophic_factor_receptor_activity
GO_mf:go_interferon_receptor...          SET       6      0.47974    0.0085669      0.46147      0.14927 GO_mf:go_interferon_receptor_activity
GO_mf:go_interleukin_1_recep...1         SET       6      -0.5165   -0.0092232      0.45244      0.87318 GO_mf:go_interleukin_1_receptor_activity
GO_mf:go_alpha_adrenergic_re...          SET       6    -0.020049  -0.00035801      0.37514      0.52131 GO_mf:go_alpha_adrenergic_receptor_activity
GO_mf:go_dopamine_neurotrans...1         SET       9     -0.11437   -0.0025011      0.32054      0.63938 GO_mf:go_dopamine_neurotransmitter_receptor_activity
GO_mf:go_prostanoid_receptor...          SET      10      0.16276    0.0037519      0.27352       0.2759 GO_mf:go_prostanoid_receptor_activity
GO_mf:go_prostaglandin_e_rec...          SET       5    -0.042377  -0.00069081      0.36159      0.54665 GO_mf:go_prostaglandin_e_receptor_activity
GO_mf:go_galanin_receptor_ac...          SET       9     -0.35372   -0.0077354      0.28833      0.89004 GO_mf:go_galanin_receptor_activity
GO_mf:go_histamine_receptor_...          SET       6     -0.16325   -0.0029152      0.33124      0.68894 GO_mf:go_histamine_receptor_activity
GO_mf:go_ionotropic_glutamat...1         SET      18      -0.1861   -0.0057543      0.20355      0.81971 GO_mf:go_ionotropic_glutamate_receptor_activity
GO_mf:go_nmda_glutamate_rece...          SET       7     -0.22334   -0.0043076      0.30469      0.76821 GO_mf:go_nmda_glutamate_receptor_activity
GO_mf:go_melanocortin_recept...          SET       6       0.1072    0.0019142      0.38284      0.38974 GO_mf:go_melanocortin_receptor_activity
GO_mf:go_n_formyl_peptide_re...          SET       4      0.22062    0.0032168      0.58995      0.35422 GO_mf:go_n_formyl_peptide_receptor_activity
GO_mf:go_neuropeptide_y_rece...          SET       8    -0.042908  -0.00088469      0.34175      0.54996 GO_mf:go_neuropeptide_y_receptor_activity
GO_mf:go_opioid_receptor_act...          SET       9      0.47128     0.010306         0.27     0.040464 GO_mf:go_opioid_receptor_activity
GO_mf:go_somatostatin_recept...          SET       5     -0.70243    -0.011451      0.38574      0.96569 GO_mf:go_somatostatin_receptor_activity
GO_mf:go_vasopressin_recepto...          SET       6     -0.25558   -0.0045639      0.36681      0.75702 GO_mf:go_vasopressin_receptor_activity
GO_mf:go_gpi_linked_ephrin_r...          SET       7     -0.84576    -0.016313      0.37053      0.98877 GO_mf:go_gpi_linked_ephrin_receptor_activity
GO_mf:go_fibroblast_growth_f...1         SET       5     -0.18707   -0.0030496      0.37873      0.68932 GO_mf:go_fibroblast_growth_factor_activated_receptor_activity
GO_mf:go_vascular_endothelia...1         SET       7     0.014822   0.00028588      0.38371      0.48459 GO_mf:go_vascular_endothelial_growth_factor_activated_receptor_activity
GO_mf:go_transforming_growth...2         SET       7     0.082863    0.0015982      0.38142      0.41401 GO_mf:go_transforming_growth_factor_beta_receptor_activity_type_i
