# MEAN_SAMPLE_SIZE = 64163
# TOTAL_GENES = 18811
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GO_mf:go_tfiid_class_transcr...          SET      11    -0.030762  -0.00074368      0.23567      0.55192 GO_mf:go_tfiid_class_transcription_factor_complex_binding
GO_mf:go_transcription_regul...          SET       6      0.42771    0.0076377      0.46773      0.18025 GO_mf:go_transcription_regulator_recruiting_activity
GO_mf:go_rna_polymerase_ii_i...          SET      10       0.5196     0.011977      0.29033     0.036763 GO_mf:go_rna_polymerase_ii_intronic_transcription_regulatory_region_sequence_specific_dna_binding
GO_mf:go_dna_binding_transcr...1         SET     397     0.085376     0.012272     0.045864     0.031343 GO_mf:go_dna_binding_transcription_activator_activity
GO_mf:go_transcription_corep...2         SET      15     -0.05627   -0.0015884      0.20935      0.60595 GO_mf:go_transcription_corepressor_binding
GO_mf:go_dna_binding_transcr...4         SET     223      0.13423     0.014528     0.058051     0.010388 GO_mf:go_dna_binding_transcription_repressor_activity_rna_polymerase_ii_specific
GO_mf:go_n_acetylglucosamine...          SET       6      0.54519    0.0097356      0.31038     0.039506 GO_mf:go_n_acetylglucosamine_6_o_sulfotransferase_activity
GO_mf:go_n_acetylgalactosami...          SET       5     -0.62261     -0.01015      0.48639      0.89973 GO_mf:go_n_acetylgalactosamine_4_o_sulfotransferase_activity
GO_mf:go_amyloid_beta_binding            SET      73      0.10333    0.0064246       0.1071      0.16733 GO_mf:go_amyloid_beta_binding
GO_mf:go_dopamine_neurotrans...2         SET       7     -0.18339   -0.0035371      0.36934      0.69024 GO_mf:go_dopamine_neurotransmitter_receptor_activity_coupled_via_gi_go
GO_mf:go_trace_amine_recepto...          SET       5      -0.8568    -0.013967      0.51704      0.95124 GO_mf:go_trace_amine_receptor_activity
GO_mf:go_g_protein_coupled_n...2         SET      10      0.18029     0.004156      0.32827      0.29143 GO_mf:go_g_protein_coupled_nucleotide_receptor_activity
GO_mf:go_g_protein_coupled_a...2         SET       6      0.75775     0.013531      0.41915     0.035326 GO_mf:go_g_protein_coupled_adenosine_receptor_activity
GO_mf:go_alpha_n_acetylgalac...          SET       5     -0.80125    -0.013062      0.45881      0.95962 GO_mf:go_alpha_n_acetylgalactosaminide_alpha_2_6_sialyltransferase_activity
GO_mf:go_lipid_kinase_activi...          SET       5      0.34334     0.005597      0.43316        0.214 GO_mf:go_lipid_kinase_activity
GO_mf:go_retinal_dehydrogena...          SET       8      -0.1533   -0.0031609      0.35146      0.66865 GO_mf:go_retinal_dehydrogenase_activity
GO_mf:go_phosphotyrosine_res...          SET      40     -0.17114   -0.0078838      0.13889      0.89107 GO_mf:go_phosphotyrosine_residue_binding
GO_mf:go_complement_componen...1         SET       8      0.28748    0.0059275      0.30413      0.17227 GO_mf:go_complement_component_c1q_binding
GO_mf:go_complement_componen...2         SET       4       0.1169    0.0017045      0.48009      0.40381 GO_mf:go_complement_component_c3b_binding
GO_mf:go_lipopolysaccharide_...2         SET       5      0.11907    0.0019411      0.33616      0.36159 GO_mf:go_lipopolysaccharide_receptor_activity
GO_mf:go_nucleobase_binding              SET       5     0.085965    0.0014014      0.40634      0.41623 GO_mf:go_nucleobase_binding
GO_mf:go_g_quadruplex_rna_bi...          SET       5      0.17085    0.0027852      0.31683      0.29486 GO_mf:go_g_quadruplex_rna_binding
GO_mf:go_dystroglycan_binding            SET       9      0.10815    0.0023651      0.28022      0.34977 GO_mf:go_dystroglycan_binding
GO_mf:go_at_dna_binding                  SET       9      0.34195     0.007478      0.25798     0.092514 GO_mf:go_at_dna_binding
GO_mf:go_dna_replication_ori...          SET      16      0.12456    0.0036314      0.18044        0.245 GO_mf:go_dna_replication_origin_binding
GO_mf:go_dna_clamp_loader_ac...          SET       8     0.039032   0.00080479      0.25597       0.4394 GO_mf:go_dna_clamp_loader_activity
GO_mf:go_double_stranded_tel...          SET       9        0.183     0.004002      0.32952      0.28933 GO_mf:go_double_stranded_telomeric_dna_binding
GO_mf:go_satellite_dna_bindi...          SET       8     -0.70088    -0.014451      0.35581      0.97556 GO_mf:go_satellite_dna_binding
GO_mf:go_dna_binding_transcr...2         SET    1606     0.053511     0.014954     0.024121     0.013268 GO_mf:go_dna_binding_transcription_factor_activity
GO_mf:go_transcription_coreg...          SET     529     0.043255    0.0071512     0.037373      0.12357 GO_mf:go_transcription_coregulator_activity
GO_mf:go_telomerase_activity             SET       5    -0.017734   -0.0002891      0.43825      0.51614 GO_mf:go_telomerase_activity
GO_mf:go_double_stranded_rna...1         SET       6        0.241    0.0043035      0.29516      0.20712 GO_mf:go_double_stranded_rna_adenosine_deaminase_activity
GO_mf:go_protein_disulfide_i...          SET      17    -0.042238   -0.0012692      0.20718      0.58077 GO_mf:go_protein_disulfide_isomerase_activity
GO_mf:go_protein_glutamine_g...          SET       9     -0.67896    -0.014848      0.32023        0.983 GO_mf:go_protein_glutamine_gamma_glutamyltransferase_activity
GO_mf:go_alpha_n_acetylneura...          SET       5    -0.027734  -0.00045211      0.46635      0.52371 GO_mf:go_alpha_n_acetylneuraminate_alpha_2_8_sialyltransferase_activity
GO_mf:go_beta_n_acetylglucos...          SET       5    -0.041949  -0.00068384      0.34375      0.54856 GO_mf:go_beta_n_acetylglucosaminylglycopeptide_beta_1_4_galactosyltransferase_activity
GO_mf:go_2_acylglycerol_o_ac...          SET       5     -0.30347    -0.004947      0.43134      0.75914 GO_mf:go_2_acylglycerol_o_acyltransferase_activity
GO_mf:go_1_alkyl_2_acetylgly...          SET       5      0.12539    0.0020441      0.32832      0.35126 GO_mf:go_1_alkyl_2_acetylglycerophosphocholine_esterase_activity
GO_mf:go_3_beta_hydroxy_delt...          SET       5       0.2087    0.0034022      0.38004      0.29145 GO_mf:go_3_beta_hydroxy_delta5_steroid_dehydrogenase_activity
GO_mf:go_3_hydroxyacyl_coa_d...2         SET       8    -0.029754  -0.00061349      0.34026      0.53484 GO_mf:go_3_hydroxyacyl_coa_dehydrogenase_activity
GO_mf:go_dna_apurinic_or_apy...          SET      12      0.23796    0.0060083      0.20501       0.1229 GO_mf:go_dna_apurinic_or_apyrimidinic_site_endonuclease_activity
GO_mf:go_dna_topoisomerase_a...          SET       7      0.37057    0.0071474      0.27789     0.091188 GO_mf:go_dna_topoisomerase_activity
GO_mf:go_gpi_anchor_transami...          SET       5     0.060762   0.00099052      0.39603      0.43903 GO_mf:go_gpi_anchor_transamidase_activity
GO_mf:go_n_acetyllactosamine...          SET       5      0.53609    0.0087392      0.37386     0.075808 GO_mf:go_n_acetyllactosamine_synthase_activity
GO_mf:go_nadplus_adp_ribosyl...          SET      22      0.31889       0.0109      0.17239     0.032181 GO_mf:go_nadplus_adp_ribosyltransferase_activity
GO_mf:go_nadplus_kinase_acti...          SET      16    -0.040284   -0.0011744      0.21816      0.57325 GO_mf:go_nadplus_kinase_activity
GO_mf:go_nadh_dehydrogenase_...          SET      41     0.068376    0.0031888      0.14646      0.32031 GO_mf:go_nadh_dehydrogenase_activity
GO_mf:go_nad_p_plus_protein_...          SET       5    -0.099667   -0.0016247      0.32684      0.61979 GO_mf:go_nad_p_plus_protein_arginine_adp_ribosyltransferase_activity
GO_mf:go_nadph_hemoprotein_r...          SET       6      0.11179    0.0019963      0.31945      0.36319 GO_mf:go_nadph_hemoprotein_reductase_activity
GO_mf:go_acetyl_coa_c_acyltr...          SET       6     -0.18789   -0.0033552         0.31      0.72777 GO_mf:go_acetyl_coa_c_acyltransferase_activity
GO_mf:go_acyl_coa_ligase_act...          SET       8     -0.21034   -0.0043369      0.34222       0.7306 GO_mf:go_acyl_coa_ligase_activity
GO_mf:go_acyl_coa_oxidase_ac...          SET       6      0.27166    0.0048511      0.35332      0.22099 GO_mf:go_acyl_coa_oxidase_activity
GO_mf:go_adenylate_cyclase_a...2         SET      10     -0.30566   -0.0070458       0.2613      0.87894 GO_mf:go_adenylate_cyclase_activity
GO_mf:go_adenylate_kinase_ac...          SET       8     -0.77343    -0.015947      0.27829      0.99727 GO_mf:go_adenylate_kinase_activity
GO_mf:go_alcohol_dehydrogena...2         SET       8      0.30228    0.0062326      0.48292      0.26568 GO_mf:go_alcohol_dehydrogenase_nad_activity
GO_mf:go_alcohol_dehydrogena...1         SET       6      0.55107    0.0098405      0.56843      0.16616 GO_mf:go_alcohol_dehydrogenase_activity_zinc_dependent
GO_mf:go_3_chloroallyl_aldeh...          SET       5     -0.71725    -0.011692      0.35257      0.97903 GO_mf:go_3_chloroallyl_aldehyde_dehydrogenase_activity
GO_mf:go_aldehyde_dehydrogen...2         SET       6     -0.33383   -0.0059613      0.38754      0.80549 GO_mf:go_aldehyde_dehydrogenase_nad_p_plus_activity
GO_mf:go_alditol_nadpplus_1_...          SET      13      -0.1824   -0.0047936      0.30792       0.7232 GO_mf:go_alditol_nadpplus_1_oxidoreductase_activity
GO_mf:go_aminoacylase_activi...          SET       5    -0.083983   -0.0013691      0.32343      0.60244 GO_mf:go_aminoacylase_activity
GO_mf:go_arylesterase_activi...          SET       6     -0.89312    -0.015949      0.62273      0.92423 GO_mf:go_arylesterase_activity
GO_mf:go_carbonyl_reductase_...          SET       5     -0.73358    -0.011959      0.47164      0.94006 GO_mf:go_carbonyl_reductase_nadph_activity
GO_mf:go_cytidine_deaminase_...          SET      12      0.30746    0.0077632      0.30118      0.15367 GO_mf:go_cytidine_deaminase_activity
GO_mf:go_cytochrome_b5_reduc...          SET       7     0.059049    0.0011389      0.25275      0.40764 GO_mf:go_cytochrome_b5_reductase_activity_acting_on_nad_p_h
GO_mf:go_dolichyl_phosphate_...          SET       8     -0.47445   -0.0097825      0.25504      0.96857 GO_mf:go_dolichyl_phosphate_mannose_protein_mannosyltransferase_activity
GO_mf:go_atp_dependent_pepti...          SET       5     0.022559   0.00036774       0.2752      0.46733 GO_mf:go_atp_dependent_peptidase_activity
GO_mf:go_enoyl_coa_hydratase...          SET       8     -0.26952   -0.0055572      0.28105      0.83121 GO_mf:go_enoyl_coa_hydratase_activity
GO_mf:go_epoxide_hydrolase_a...          SET       6      0.15684    0.0028008      0.37789      0.33906 GO_mf:go_epoxide_hydrolase_activity
GO_mf:go_exopolyphosphatase_...          SET       5    -0.099395   -0.0016203      0.41214      0.59529 GO_mf:go_exopolyphosphatase_activity
GO_mf:go_fatty_acid_synthase...          SET      11      -0.0995   -0.0024055      0.24703      0.65644 GO_mf:go_fatty_acid_synthase_activity
GO_mf:go_fructose_2_6_bispho...          SET       4      0.32322    0.0047128      0.34617      0.17524 GO_mf:go_fructose_2_6_bisphosphate_2_phosphatase_activity
GO_mf:go_guanylate_cyclase_a...          SET       7     -0.22351   -0.0043109      0.32212      0.75611 GO_mf:go_guanylate_cyclase_activity
GO_mf:go_guanylate_kinase_ac...          SET       7     -0.14092   -0.0027181      0.38992      0.64111 GO_mf:go_guanylate_kinase_activity
GO_mf:go_hexokinase_activity             SET       5      0.50552    0.0082409       0.4674      0.13973 GO_mf:go_hexokinase_activity
GO_mf:go_hyalurononglucosami...          SET       8   -0.0037663  -7.7657e-05       0.3065       0.5049 GO_mf:go_hyalurononglucosaminidase_activity
GO_mf:go_1_phosphatidylinosi...2         SET       5     -0.59571    -0.009711      0.38401      0.93957 GO_mf:go_1_phosphatidylinositol_4_kinase_activity
GO_mf:go_phosphatidylinosito...11        SET       7     0.097833    0.0018869       0.2907      0.36823 GO_mf:go_phosphatidylinositol_4_5_bisphosphate_5_phosphatase_activity
GO_mf:go_inositol_polyphosph...          SET       5     -0.36256   -0.0059103      0.32421      0.86827 GO_mf:go_inositol_polyphosphate_5_phosphatase_activity
GO_mf:go_isocitrate_dehydrog...          SET       4     -0.15335    -0.002236      0.38896       0.6533 GO_mf:go_isocitrate_dehydrogenase_activity
GO_mf:go_lactate_dehydrogena...          SET       7      0.75099     0.014485      0.39129     0.027484 GO_mf:go_lactate_dehydrogenase_activity
GO_mf:go_l_lactate_dehydroge...          SET       5      0.45864    0.0074767      0.47422      0.16674 GO_mf:go_l_lactate_dehydrogenase_activity
GO_mf:go_lysine_n_acetyltran...          SET       5      0.45158    0.0073616      0.32568     0.082791 GO_mf:go_lysine_n_acetyltransferase_activity_acting_on_acetyl_phosphate_as_donor
GO_mf:go_n_n_dimethylaniline...          SET       5     -0.16997   -0.0027707       0.4028      0.66347 GO_mf:go_n_n_dimethylaniline_monooxygenase_activity
GO_mf:go_phosphodiesterase_i...          SET       5     -0.43259   -0.0070519       0.3185      0.91279 GO_mf:go_phosphodiesterase_i_activity
GO_mf:go_deoxyribonuclease_i...          SET       4     -0.47987    -0.006997      0.45853      0.85233 GO_mf:go_deoxyribonuclease_i_activity
GO_mf:go_exoribonuclease_act...          SET      36    -0.065915   -0.0028809      0.13302      0.68988 GO_mf:go_exoribonuclease_activity
GO_mf:go_nucleotide_diphosph...          SET      14    0.0090194   0.00024597      0.20915       0.4828 GO_mf:go_nucleotide_diphosphatase_activity
GO_mf:go_beta_n_acetylhexosa...          SET       5      0.21729    0.0035422      0.32781      0.25372 GO_mf:go_beta_n_acetylhexosaminidase_activity
GO_mf:go_beta_galactosidase_...          SET       5    -0.060701  -0.00098953      0.34791      0.56925 GO_mf:go_beta_galactosidase_activity
GO_mf:go_mannosyl_oligosacch...1         SET       7      0.32679    0.0063029      0.32706      0.15887 GO_mf:go_mannosyl_oligosaccharide_1_2_alpha_mannosidase_activity
GO_mf:go_oligosaccharyl_tran...          SET       9     -0.32272   -0.0070574      0.25176      0.90004 GO_mf:go_oligosaccharyl_transferase_activity
GO_mf:go_peptide_alpha_n_ace...          SET      12      0.17776    0.0044885      0.31558      0.28662 GO_mf:go_peptide_alpha_n_acetyltransferase_activity
GO_mf:go_phospholipase_d_act...          SET       6     -0.22025    -0.003933       0.3064      0.76387 GO_mf:go_phospholipase_d_activity
GO_mf:go_phosphorylase_activ...          SET       6    -0.096886   -0.0017301      0.31441      0.62102 GO_mf:go_phosphorylase_activity
GO_mf:go_polynucleotide_aden...          SET      12     -0.13525   -0.0034151      0.26968      0.69199 GO_mf:go_polynucleotide_adenylyltransferase_activity
GO_mf:go_procollagen_proline...1         SET       5      -0.1804   -0.0029409      0.33517       0.7048 GO_mf:go_procollagen_proline_4_dioxygenase_activity
GO_mf:go_protein_geranylgera...          SET       4     0.011357   0.00016559      0.44498      0.48982 GO_mf:go_protein_geranylgeranyltransferase_activity
GO_mf:go_protein_arginine_de...          SET       4     -0.27385   -0.0039931      0.60423       0.6748 GO_mf:go_protein_arginine_deiminase_activity
GO_mf:go_amp_activated_prote...          SET       7     -0.34346   -0.0066244      0.28529      0.88567 GO_mf:go_amp_activated_protein_kinase_activity
GO_mf:go_phosphorylase_kinas...          SET       3     -0.13891   -0.0017542      0.43622      0.62492 GO_mf:go_phosphorylase_kinase_activity
GO_mf:go_cyclic_nucleotide_d...          SET       8      -0.5813    -0.011985      0.31228      0.96865 GO_mf:go_cyclic_nucleotide_dependent_protein_kinase_activity
GO_mf:go_camp_dependent_prot...1         SET       6     -0.60001    -0.010715      0.34471      0.95912 GO_mf:go_camp_dependent_protein_kinase_activity
GO_mf:go_g_protein_coupled_r...3         SET       7      -0.7303    -0.014086      0.29338       0.9936 GO_mf:go_g_protein_coupled_receptor_kinase_activity
